short_period,long_period,total_return,cagr,sharpe_ratio,max_drawdown,win_rate,total_trades
40,200,500.8956291362743,18.368037682397052,0.5947315054949635,-78.09125364147079,49.16066225095645,1192.25
45,50,503.0635505543253,19.44677116632743,0.6002391765376528,-69.83754769259251,48.42950031269672,1279.25
45,60,594.1914319635466,20.047556363151312,0.614233159039928,-72.0842315217412,49.26342410159779,1256.5
45,75,702.4751427100017,23.425415082360118,0.6574744072968896,-74.71671156783533,49.697853198744816,1231.5
45,100,548.9495894337921,15.998869182737023,0.5515292113074368,-77.53018223745211,49.080451874987844,1222.5
45,125,608.3295540103401,18.37552857071669,0.5905483349063035,-77.16954129091535,49.20787536284078,1191.5
45,150,636.5068516773863,21.134929276126076,0.6386519189846477,-76.83545722525275,49.33923142026127,1176.0
45,175,449.2897345724129,14.839026888473558,0.5442095385478214,-79.03578178685619,49.23429405849808,1184.5
45,200,461.59185362058514,18.41192757648498,0.5973413429889185,-78.9387259096992,49.12183069699325,1195.25
50,60,637.64818435202,23.115310541996948,0.6566364663126454,-72.94128944731304,49.373939584725804,1264.5
50,75,550.4723696015851,20.576182786603695,0.6158445545172077,-76.63492451772485,49.43421748931583,1235.75
50,100,429.63738052721726,13.584098982042548,0.5156221164040489,-79.13381031115128,49.10803671455047,1233.75
50,125,619.753327691537,17.499817720705767,0.5776858603037243,-78.88033265914117,49.11373386326446,1193.75
50,150,622.1197559929485,21.67618323763682,0.6554770295287767,-77.51181760166048,49.31357237112167,1181.5
50,175,487.9969837886853,16.49933392225269,0.5820025444004722,-78.20673038760708,49.372727774646584,1187.25
50,200,464.05101776361704,19.02358141971171,0.6107039228888308,-79.11035939376185,49.33740408040142,1199.0
