symbol,short_period,long_period,total_return,cagr,sharpe_ratio,max_drawdown,win_rate,total_trades
ADA_KRW,5,75,5647.961379191158,80.53103354034121,1.2195235682049101,-53.917309110784,48.91416752843847,967
ADA_KRW,5,100,4684.281017410411,75.7645774443982,1.1859864753778113,-60.053828425043235,49.1578947368421,950
ADA_KRW,5,125,3253.6193853644263,66.89091533277933,1.1073327741777217,-63.924616212364846,49.385474860335194,895
ADA_KRW,5,150,3389.2835659367174,67.85870974141442,1.1154258030512254,-61.80493827160491,49.2239467849224,902
ADA_KRW,5,175,2083.008015109606,56.76369546832998,1.0078965005847094,-63.03887671498812,48.796498905908095,914
ADA_KRW,5,200,1418.3775681943125,48.68086379759964,0.9247709503616762,-71.67462845847751,48.59611231101512,926
ADA_KRW,10,15,1064.6444227726358,43.040799466491684,0.8571421430209124,-80.9207833745051,45.9616985845129,1201
ADA_KRW,10,20,6342.350147889647,83.55821606360566,1.2197054211507925,-77.18342730336303,48.75322441960447,1163
ADA_KRW,10,25,7834.389667276345,89.21911027711018,1.2711189111301775,-72.863918623574,49.11032028469751,1124
ADA_KRW,10,30,6103.84123718673,82.55131038658057,1.2166140343431917,-69.62037549761446,48.666053357865685,1087
ADA_KRW,10,40,5562.763514759101,80.13837488511089,1.2064895720753404,-67.46828124656255,48.97760467380721,1027
ADA_KRW,10,50,9314.389855233421,93.9971931662634,1.3253403509090231,-57.678346457781174,48.963474827245804,1013
ADA_KRW,10,60,3525.1532900820694,68.79627475485499,1.1156482724629992,-68.60453117349519,48.42209072978304,1014
